ort;kanton;name;baujahr;konfession;bautypus;architekt;infolink;id
Zürich;ZH;Haus Werdgarten, Hauskapelle (Caritasgemeinschaft);1970 - 1972;Römisch-katholisch;Kapelle;Pfammatter, Ferdinand;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1400/1481_zh_zuerich_haus_werdgarten_hauskapelle_caritasgemeinschaft/index_ger.html;1481
Zürich;ZH;Krematorium Friedhof Nordheim;1967;Friedhof;Friedhof;Steiner, Albert H.;;1482
Zürich;ZH;Abdankungshalle Schwandenholz;1966;Friedhof;Kapelle;Stücheli, Werner;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1400/1483_zh_zuerich_abdankungshalle_schwandenholz/index_ger.html;1483
Zürich;ZH;Friedhof Eichbühl;1963 - 1968;Friedhof;Friedhof;"Hubacher, Annemarie; Hubacher, Hans; et al.";;1484
Zurzach;AG;Forum;1971 - 1973;Römisch-katholisch;Gemeindezentrum;"Frei, Robert; Zimmermann, Alban; et al.";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1400/1486_ag_zurzach_forum/index_ger.html;1486
Koblenz;AG;Waldfriedhof;1968 - 1969;Friedhof;Friedhof;Zulauf, Albert;;1487
Menzingen;LU;Krankenhaus der Menzinger Schwestern, Kapelle;1967;Römisch-katholisch;Kapelle;Brütsch, Hanns A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1400/1489_lu_menzingen_krankenhaus_der_menzinger_schwestern_kapelle/index_ger.html;1489
Untersiggenthal;AG;Reformiertes Kirchgemeindezentrum;1962 - 1965;Evangelisch-reformiert;Gemeindezentrum;Siegenthaler, Gottfried;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1400/1490_ag_untersiggenthal_reformiertes_kirchgemeindezentrum/index_ger.html;1490
Illnau-Effretikon;ZH;St. Martin;1983;Römisch-katholisch;Kirche;Higi, Karl;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1400/1491_zh_illnau_effretikon_st_martin/index_ger.html;1491
Eglisau;ZH;St. Judas Thaddäus;1950;Römisch-katholisch;Kirche;"Pfammatter, Ferdinand; Rieger, Walter";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1400/1492_zh_eglisau_st_judas_thaddaeus/index_ger.html;1492
Glattfelden;ZH;St. Josef;1950;Römisch-katholisch;Kirche;Steiner, Josef;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1400/1493_zh_glattfelden_st_josef/index_ger.html;1493
Rümlang;ZH;St. Peter;1970;Römisch-katholisch;Kirche;Weis, Bernhard;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1400/1494_zh_ruemlang_st_peter/index_ger.html;1494
Dietikon;ZH;St. Josef;1967 - 1968;Römisch-katholisch;Kirche;Senn, Julius;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1400/1495_zh_dietikon_st_josef/index_ger.html;1495
Tann (Dürnten);ZH;Heilige Dreifaltigkeit;1967;Römisch-katholisch;Kirche;Weber, Josef Anton;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1400/1496_zh_tann_duernten_heilige_dreifaltigkeit/index_ger.html;1496
Sulz (Rickenbach ZH);ZH;St. Josef;1958;Römisch-katholisch;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1400/1498_zh_sulz_rickenbach_zh_st_josef/index_ger.html;1498
Niederweningen;ZH;Kapelle;1956;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1400/1499_zh_niederweningen_kapelle/index_ger.html;1499
Erlenbach;ZH;St. Agnes;1976;Römisch-katholisch;Gemeindezentrum;"Aebli, Werner; Sokalski, Sorin";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1501_zh_erlenbach_st_agnes/index_ger.html;1501
Hausen am Albis;ZH;Herz Jesu;1977;Römisch-katholisch;Kirche;Müller, Albert;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1502_zh_hausen_am_albis_herz_jesu/index_ger.html;1502
Elgg;ZH;St. Georg;1981 - 1982;Römisch-katholisch;Kirche;"Valsecchi, Luciano; Bollmann, Armin";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1503_zh_elgg_st_georg/index_ger.html;1503
Zumikon;ZH;Bruder Klaus;1982;Römisch-katholisch;Kapelle;Bünter, Jean;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1504_zh_zumikon_bruder_klaus/index_ger.html;1504
Greifensee;ZH;Hl. Johannes XXIII;1985;Römisch-katholisch;Kirche;Germann, Peter;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1505_zh_greifensee_hl_johannes_xxiii/index_ger.html;1505
Schönenberg ZH (Wädenswil);ZH;Heilige Familie;1985;Römisch-katholisch;Kirche;Stähli, Adelbert;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1506_zh_schoenenberg_zh_waedenswil_heilige_familie/index_ger.html;1506
Kleinandelfingen;ZH;St. Plazidus und Sigisbert;1990;Römisch-katholisch;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1507_zh_kleinandelfingen_st_plazidus_und_sigisbert/index_ger.html;1507
Maur;ZH;St. Franziskus;1990;Römisch-katholisch;Kirche;Allemann, Bert;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1508_zh_maur_st_franziskus/index_ger.html;1508
Hirzel (Horgen);ZH;St. Antonius;1991;Römisch-katholisch;Kirche;Dachtler, Egon;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1509_zh_hirzel_horgen_st_antonius/index_ger.html;1509
Fällanden;ZH;St. Katharina von Siena;1992;Römisch-katholisch;Kirche;"Brader, Peter; Nüesch, Urs";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1510_zh_faellanden_st_katharina_von_siena/index_ger.html;1510
Rafz;ZH;Auferstehungskirche St. Maria Magdalena;1994;Römisch-katholisch;Kirche;Bosshard, Jan (A. Soltermann AG);https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1511_zh_rafz_auferstehungskirche_st_maria_magdalena/index_ger.html;1511
Wädenswil;ZH;Bruder Klaus;2003;Römisch-katholisch;Kirche;"Gautschi, Christian; Storrer, Bettina B.";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1512_zh_waedenswil_bruder_klaus/index_ger.html;1512
Feuerthalen;ZH;Kirche und Pfarreizentrum St. Leonhard;2006 - 2008;Römisch-katholisch;Kirche;Ilg, Pierre;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1513_zh_feuerthalen_kirche_und_pfarreizentrum_st_leonhard/index_ger.html;1513
Uetikon am See;ZH;St. Franziskus;2008;Römisch-katholisch;Gemeindezentrum;"Marques, Daniele; Làszlò, Judit; et al.";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1514_zh_uetikon_am_see_st_franziskus/index_ger.html;1514
Samstagern (Richterswil);ZH;St. Marien;2012;Römisch-katholisch;Kirche;"Forster, Christian; Uhl, Andreas";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1515_zh_samstagern_richterswil_st_marien/index_ger.html;1515
Bonstetten;ZH;St. Mauritius;2016;Römisch-katholisch;Kirche;"Ramser, Christoph; Schmid, Raphael";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1516_zh_bonstetten_st_mauritius/index_ger.html;1516
Schwerzenbach;ZH;St. Gabriel;2017;Römisch-katholisch;Kirche;"Schinkhof, Thomas; Kiebel, Pia";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1517_zh_schwerzenbach_st_gabriel/index_ger.html;1517
Zürich;ZH;Universitätsspital, Kapelle;1988;Spital;Kapelle;Hertig + Hertig + Schoch;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1518_zh_zuerich_universitaetsspital_kapelle/index_ger.html;1518
Wolfhausen (Bubikon);ZH;Ökumenisches Zentrum Sonnenberg;1997;Ökumenisch;Gemeindezentrum;Halter, Thomas;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1519_zh_wolfhausen_bubikon_oekumenisches_zentrum_sonnenberg/index_ger.html;1519
Zürich;ZH;Hauptbahnhof Zürich, Bahnhofkirche;2001;Multireligiös;Multireligiöser Raum;Mathys, Rudolf;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1520_zh_zuerich_hauptbahnhof_zuerich_bahnhofkirche/index_ger.html;1520
Kloten;ZH;Flughafen Zürich-Kloten, Andachtsraum;2016;Multireligiös;Multireligiöser Raum;Munz, David;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1521_zh_kloten_flughafen_zuerich_kloten_andachtsraum/index_ger.html;1521
Zürich;ZH;Kirche Sihlcity;2007;Multireligiös;Multireligiöser Raum;Vehovar & Jauslin;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1522_zh_zuerich_kirche_sihlcity/index_ger.html;1522
Wallisellen;ZH;Glattzentrum, Raum der Stille;2016;Multireligiös;Multireligiöser Raum;Ilg, Pierre;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1523_zh_wallisellen_glattzentrum_raum_der_stille/index_ger.html;1523
Hellikon;AG;Neue Sebastianskapelle;1975;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1524_ag_hellikon_neue_sebastianskapelle/index_ger.html;1524
Schupfart;AG;Fatimakapelle;1957;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1525_ag_schupfart_fatimakapelle/index_ger.html;1525
Teufenthal;AG;Reformierte Kirche;1979 - 1980;Evangelisch-reformiert;Gemeindezentrum;Zimmerli & Blattner;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1526_ag_teufenthal_reformierte_kirche/index_ger.html;1526
Schlieren;ZH;Abdankungshalle;1969;Friedhof;Kapelle;Huber, Benedikt;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1529_zh_schlieren_abdankungshalle/index_ger.html;1529
Laufenburg;AG;Reformierte Kirche;1959;Evangelisch-reformiert;Kirche;"Loepfe, Hans; Hänni, Otto; Haenggli, Oskar";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1530_ag_laufenburg_reformierte_kirche/index_ger.html;1530
Rohr AG (Aarau);AG;Reformierte Kirche;1959 - 1960;Evangelisch-reformiert;Kirche;"Loepfe, Hans; Hänni, Otto; Haenggli, Oskar";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1531_ag_rohr_ag_aarau_reformierte_kirche/index_ger.html;1531
Unterentfelden;AG;Reformierte Kirche;1959 - 1960;Evangelisch-reformiert;Gemeindezentrum;Aeschbach, Emil;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1532_ag_unterentfelden_reformierte_kirche/index_ger.html;1532
Oberrohrdorf;AG;Reformierte Kirche;1963 - 1964;Evangelisch-reformiert;Kirche;Leuenberger & Nägeli;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1534_ag_oberrohrdorf_reformierte_kirche/index_ger.html;1534
Brunegg;AG;Reformierte Kirche;1965 - 1967;Evangelisch-reformiert;Kirche;Firma Mietrup GmbH;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1535_ag_brunegg_reformierte_kirche/index_ger.html;1535
Spreitenbach;AG;Kreuzkirche Hasel;1971;Evangelisch-reformiert;Kirche;"Funk, Marc; Fuhrimann, Hans Ulrich";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1536_ag_spreitenbach_kreuzkirche_hasel/index_ger.html;1536
Hausen AG;AG;Reformierte Kirche;1978;Evangelisch-reformiert;Kirche;Hintermann, Paul;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1537_ag_hausen_ag_reformierte_kirche/index_ger.html;1537
Obersiggenthal;AG;Reformiertes Kirchenzentrum;1985;Evangelisch-reformiert;Gemeindezentrum;"Merlo, Rico; Singer, Claude";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1538_ag_obersiggenthal_reformiertes_kirchenzentrum/index_ger.html;1538
Flüh;SO;Ökumenische Kirche;1974;Ökumenisch;Gemeindezentrum;Bühler, Müller;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1539_so_flueh_oekumenische_kirche/index_ger.html;1539
St. Gallen;SG;Ökumenische Kirche Halden;1986;Ökumenisch;Gemeindezentrum;Montanarini, Roberto;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1540_sg_st_gallen_oekumenische_kirche_halden/index_ger.html;1540
Niederglatt;ZH;Ökumenisches Zentrum Eichi;1979;Ökumenisch;Gemeindezentrum;Manz, Rudolf;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1541_zh_niederglatt_oekumenisches_zentrum_eichi/index_ger.html;1541
Laupen;BE;Ökumenisches Zentrum;1985;Ökumenisch;Gemeindezentrum;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1542_be_laupen_oekumenisches_zentrum/index_ger.html;1542
Dättwil (Baden);AG;Ökumenisches Zentrum;2011;Ökumenisch;Gemeindezentrum;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1543_ag_daettwil_baden_oekumenisches_zentrum/index_ger.html;1543
Augst;BL;Kirchenzentrum Romana;2013;Ökumenisch;Gemeindezentrum;"Winter, Robert; Trueb, Jost; et al.";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1544_bl_augst_kirchenzentrum_romana/index_ger.html;1544
Worblaufen (Ittigen);BE;Casappella;2009;Evangelisch-reformiert;Kapelle;Krauss, Ueli;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1545_be_worblaufen_ittigen_casappella/index_ger.html;1545
Riedholz;SO;Hl. Martin;1957;Römisch-katholisch;Kirche;Cron, Jean;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1546_so_riedholz_hl_martin/index_ger.html;1546
Langenthal;BE;Zwinglihaus;1980;Evangelisch-reformiert;Gemeindezentrum;Ammann, Daniel;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1547_be_langenthal_zwinglihaus/index_ger.html;1547
Steffisburg;BE;Kirche Sonnenfeld;1960;Evangelisch-reformiert;Kirche;"Schär, Max; Steiner, Adolf";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1548_be_steffisburg_kirche_sonnenfeld/index_ger.html;1548
Morschach;SZ;Mattli Antoniushaus;1967;Römisch-katholisch;Bildungshaus;Koch, Adalbert;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1549_sz_morschach_mattli_antoniushaus/index_ger.html;1549
St. Gallen;SG;Reformierte Kirche Riethüsli;1980;Evangelisch-reformiert;Gemeindezentrum;Brantschen, Ernest;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1550_sg_st_gallen_reformierte_kirche_riethuesli/index_ger.html;1550
St. Gallen;SG;Katholische Kirche Riethüsli;1987;Römisch-katholisch;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1551_sg_st_gallen_katholische_kirche_riethuesli/index_ger.html;1551
St. Gallen;SG;St. Peter und Paul, Rotmonten;1969;Römisch-katholisch;Gemeindezentrum;"Müller, Oskar; Facincani, Mario";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1552_sg_st_gallen_st_peter_und_paul_rotmonten/index_ger.html;1552
St. Gallen;SG;Reformierte Kirche Grossacker;1954 - 1959;Evangelisch-reformiert;Gemeindezentrum;"Steiger, Eric A.; Trüdinger, Paul";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1553_sg_st_gallen_reformierte_kirche_grossacker/index_ger.html;1553
Sion;VS;Couvent des Capucins;1961 - 1968;Römisch-katholisch;Kloster;Ravanne, Mirco;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1554_vs_sion_couvent_des_capucins/index_ger.html;1554
Prilly;VD;Bon Pasteur;1956;Römisch-katholisch;Kirche;Antonetti, Jean;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1555_vd_prilly_bon_pasteur/index_ger.html;1555
Ollon;VD;St-Victor;1950;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1500/1556_vd_ollon_st_victor/index_ger.html;1556
Meisterschwanden;AG;St. Niklaus von Flüe;1976 - 1977;Römisch-katholisch;Kirche;Negri, Josef;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1600/1640_ag_meisterschwanden_st_niklaus_von_fluee/index_ger.html;1640
Gelterkinden;BL;Marienkirche;1955 - 1956;Römisch-katholisch;Kirche;o.A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1600/1644_bl_gelterkinden_marienkirche/index_ger.html;1644
Hasliberg;BE;Christophoruskapelle;1975 - 1977;Römisch-katholisch;Kapelle;Thöni + Reinhard;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1600/1650_be_hasliberg_christophoruskapelle/index_ger.html;1650
Worb;BE;St. Martin;1952 - 1953;Römisch-katholisch;Kirche;Cron, Leo;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1600/1652_be_worb_st_martin/index_ger.html;1652
Pieterlen;BE;St. Martin;1941 - 1956;Ökumenisch;Gemeindezentrum;o.A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1600/1653_be_pieterlen_st_martin/index_ger.html;1653
Reconvilier;BE;Chapelle Catholique Romaine de Reconvilier;1952 - 1960;Römisch-katholisch;Kapelle;"Gressot, Philippe; Lüscher, Albert";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1600/1656_be_reconvilier_chapelle_catholique_romaine_de_reconvilier/index_ger.html;1656
Courtepin;FR;Notre-Dame du Rosaire;1951 - 1954;Römisch-katholisch;Kirche;o.A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1600/1658_fr_courtepin_notre_dame_du_rosaire/index_ger.html;1658
Frutigen;BE;St. Mauritius;1977;Römisch-katholisch;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1600/1661_be_frutigen_st_mauritius/index_ger.html;1661
Genève;GE;St. Thérèse;1941 - 1962;Römisch-katholisch;Kirche;"Guyonnet, Adolphe; De Mirbach, Marcel; et al.";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1600/1666_ge_genve_st_thrse/index_ger.html;1666
La Chaux-de-Fonds;NE;Notre-Dame de la Paix;1954;Römisch-katholisch;Kapelle;Coquoz, Raymond;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1600/1674_ne_la_chaux_de_fonds_notre_dame_de_la_paix/index_ger.html;1674
Hinterforst;SG;Bruder Klaus;1951;Römisch-katholisch;Kirche;Bayer, Albert;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1600/1675_sg_hinterforst_bruder_klaus/index_ger.html;1675
Gryon;VD;Chapelle St-François;1960;Römisch-katholisch;Kapelle;Borel, Rolf;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1600/1679_vd_gryon_chapelle_st_franois/index_ger.html;1679
Lausanne;VD;Église de La Sallaz;1950 - 1967;Römisch-katholisch;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1600/1681_vd_lausanne_glise_de_la_sallaz/index_ger.html;1681
Lausanne;VD;St-André;1969;Römisch-katholisch;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1600/1684_vd_lausanne_st_andr/index_ger.html;1684
Lausanne;VD;St-Joseph;1954;Römisch-katholisch;Kirche;Antonetti, Jean;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1600/1685_vd_lausanne_st_joseph/index_ger.html;1685
Le Pont (L'Abbaye);VD;Chapelle du Pont;1950 - 1972;Römisch-katholisch;Kirche;"Fantoli, Michel; Kropf, Jean";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1600/1687_vd_le_pont_l_abbaye_chapelle_du_pont/index_ger.html;1687
Moudon;VD;Notkapelle;1953;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1600/1689_vd_moudon_notkapelle/index_ger.html;1689
Crassier;VD;Chapelle Sainte Marie Madeleine;1959;Römisch-katholisch;Kirche;Paréaz, Roger;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1600/1690_vd_crassier_chapelle_sainte_marie_madeleine/index_ger.html;1690
Orbe;VD;Notre Dame de Grâce;1951;Römisch-katholisch;Kirche;Peter & Puippe;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1600/1691_vd_orbe_notre_dame_de_grce/index_ger.html;1691
Pully;VD;St-Maurice;1954 - 1960;Römisch-katholisch;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1600/1692_vd_pully_st_maurice/index_ger.html;1692
Bauma;ZH;St. Anton;1955 - 1957;Römisch-katholisch;Kirche;o.A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1600/1694_zh_bauma_st_anton/index_ger.html;1694
Effretikon;ZH;Gottesdienstlokal;1963;Römisch-katholisch;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1600/1697_zh_effretikon_gottesdienstlokal/index_ger.html;1697
Elgg;ZH;Notkirche;1962 - 1963;Römisch-katholisch;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1600/1698_zh_elgg_notkirche/index_ger.html;1698
Feuerthalen;ZH;St. Leonhard;1964 - 1968;Römisch-katholisch;Kirche;Fleischmann, Peter;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1700_zh_feuerthalen_st_leonhard/index_ger.html;1700
Zürich;ZH;Herz Jesu;1943 - 1950;Römisch-katholisch;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1713_zh_zuerich_herz_jesu/index_ger.html;1713
Seengen;AG;Kapelle;1964;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1722_ag_seengen_kapelle/index_ger.html;1722
Zürich;ZH;St. Gallus 1;1950;Römisch-katholisch;Kirche;Metzger, Fritz;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1725_zh_zuerich_st_gallus_1/index_ger.html;1725
Küblis;GR;St. Jakob;o.A.;Römisch-katholisch;Kapelle;o.A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1726_gr_kueblis_st_jakob/index_ger.html;1726
Worb;BE;St. Martin;1998;Römisch-katholisch;Gemeindezentrum;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1728_be_worb_st_martin/index_ger.html;1728
Boudry;NE;Saint-Pierre;1966;Römisch-katholisch;Kirche;Pizzera, Louis;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1729_ne_boudry_saint_pierre/index_ger.html;1729
Lohn-Ammannsegg;SO;Notkirche;1955;Römisch-katholisch;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1730_so_lohn_ammannsegg_notkirche/index_ger.html;1730
Bülach;ZH;Evangelisch-methodistische Kirche;1993 - 1994;Evangelisch-methodistisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1731_zh_buelach_evangelisch_methodistische_kirche/index_ger.html;1731
Hölstein;BL;Kapelle Hölstein;1960er;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1732_bl_hoelstein_kapelle_hoelstein/index_ger.html;1732
Begnins;VD;Chapelle Saint-Michel;1969 - 1970;Römisch-katholisch;Kapelle;o.A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1733_vd_begnins_chapelle_saint_michel/index_ger.html;1733
Büren an der Aare;BE;St. Katharina;1974 - 1977;Römisch-katholisch;Gemeindezentrum;Frank, Robert;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1734_be_bueren_an_der_aare_st_katharina/index_ger.html;1734
Zürich;ZH;Neuapostolische Kirche Zürich-Affoltern;2016;Neuapostolisch;Kirche;Walser, Peter;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1735_zh_zuerich_neuapostolische_kirche_zuerich_affoltern/index_ger.html;1735
Morges;VD;Eglise de la Longeraie Sainte Dominique Savio;1954;Römisch-katholisch;Kirche;Pellegrino, Charles;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1738_vd_morges_eglise_de_la_longeraie_sainte_dominique_savio/index_ger.html;1738
Préverenges;VD;St. Jeanne de Chantal;1986;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1739_vd_prverenges_st_jeanne_de_chantal/index_ger.html;1739
Apples;VD;St-Pierre-et-Paul;1963;Römisch-katholisch;Kapelle;Serex, Jean;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f1700/1740_vd_apples_chapelle_st_pierre_et_paul/index_ger.html;1740
